	szu
	szu2
	szu3
	szubur
	szum
	szunigin
	szur
	szur2
	szur3
	t,a
	t,a2
	t,a3
	t,ab
	t,ab6
	t,am
	t,am2
	t,e2
	t,e6
	t,i
	t,i2
	t,i3
	t,im
	t,u
	t,u3
	t,um
	t,up
	t,ur
	t,ur4
	ta
	ta2
	ta3
	tab
	tag2
	tak
	tak2
	tal
	tam
	tam2
	tam3
	tam4
	tap
	taq
	taq2
	tar
	tar2
	tas
	tasz
	te
	te2
	te3
	te9
	tem
	tesz2
	ti
	ti2
	ti3
	tik
	tim
	tim2
	tir
	tu
	tu2
	tu3
	tug
	tug2
	tuh
	tum
	tum8
	tun3
	tup
	tur
	tur3
	tur4
	u
1	u
2	u
3	u
4	u
5	u
6	u
7	u
8	u
9	u
	u2
	u3
	u4
	u9
	ub
	ubi2
	ud
	udu
	ug
	ug2
	ugula
	uh
	uh2
	uh3
	uk
	ul
	um
	un
	up
	uq
	ur
	ur2
	ur4
	uri5
	urta
	uruda
	us
	us,
	us,2
	us2
	usz
	usz10
	usz2
	ut
	ut,
	utu
	uz
	uz2
	uz4
	wa
	war
	we
	wi
	wil
	wu
	x
	za
	zabar
	zal
	zar
	ze
	ze2
	zi
	zib
	ziz2
	zu
	zu2
	zur
	|
