	!(3(disz)
	&a
	&i2
	)
	1/2(asz)
	1/3(asz)
	1/4(disz)
	1/6(disz)
	2(asz@t)
	2/2(disz)
	3/4(disz)
	_ma
5	az
	azs2
	babila
	dsz
8	dsz
	en2
	hi2
	ima
	isztar
	la5
	lih
	na_
	nah
	qam
	s
	sea
	ser2
	sig17_
	siz
3	siz
	sou
	szunigin
	t,ab
	tuh
	|
